# SMC X-2, 2015 super Eddington outburst
# https://ui.adsabs.harvard.edu/abs/2017ApJ...834..209L/abstract
# in prep./submitted 
# convertion factor for counts to 0.3-10.0 keV flux
# 7.25427e-11 erg cm-2 ct-1
# factor for Flux to Lx for 62 kpc distance
# ~4.60e+47
!MJD    	T_+ve   	T_-ve   	Rate    	Ratepos 	Rateneg 	BGrate  	BGerr   	FracExp
! WT data
57289.681101037	0.00115616898148148	-0.00115616898148148	5.529665e+00	1.790313e-01	-1.790354e-01	1.506280e-01	2.476308e-02	1.000000	::ObsID=00034073001
57291.0123414965	0.00621883101851852	-0.00621883101851852	7.198743e+00	1.037224e-01	-1.038769e-01	2.166215e-01	1.512951e-02	0.716256	::ObsID=00034073002
57292.9420253021	0.00919454861111111	-0.00919454861111111	6.874322e+00	7.394412e-02	-7.473155e-02	2.122297e-01	1.063811e-02	1.000000	::ObsID=00034073003
57294.6010590856	0.0049755787037037	-0.0049755787037037	7.238360e+00	9.657001e-02	-9.659315e-02	1.390589e-01	1.146938e-02	1.000000	::ObsID=00034073005
57296.1747020602	0.0369403009259259	-0.0369403009259259	6.767592e+00	9.567668e-02	-9.430324e-02	1.776309e-01	1.176390e-02	0.143984	::ObsID=00034073007
57297.135815588	0.0723437962962963	-0.0723437962962963	6.278311e+00	7.805971e-02	-7.630008e-02	1.284179e-01	6.913789e-03	0.151253	::ObsID=00034073008
57298.6306895324	0.0385694675925926	-0.0385694675925926	5.874683e+00	5.793882e-02	-5.795113e-02	1.320475e-01	7.358718e-03	0.289808	::ObsID=00034073009
57299.7210519745	0.0127741435185185	-0.0127741435185185	5.843909e+00	8.664171e-01	-6.256176e-01	1.297674e-01	6.200526e-03	0.991852	::ObsID=00034073012
57300.8607196238	0.00297907407407407	-0.00297907407407407	4.959759e+00	1.050223e-01	-1.055869e-01	9.976602e-02	1.115418e-02	1.000000	::ObsID=00034073011
57301.5807887905	0.0106807407407407	-0.0106807407407407	4.270332e+00	5.401457e-01	-3.504317e-01	1.305487e-01	6.777751e-03	0.988495	::ObsID=00034073013
57302.8445260104	0.0122212037037037	-0.0122212037037037	4.083477e+00	4.627924e-01	-2.448039e-01	1.342847e-01	6.416373e-03	0.991536	::ObsID=00034073015
57303.4023839734	0.0397799074074074	-0.0397799074074074	4.575054e+00	4.732205e-01	-2.992410e-01	9.536463e-02	5.298035e-03	0.317468	::ObsID=00034073017
57304.8711487164	0.0446215393518518	-0.0446215393518518	3.886641e+00	4.598630e-02	-4.591105e-02	1.431022e-01	6.636204e-03	0.300972	::ObsID=00034073019
57305.8690527442	0.0446341782407407	-0.0446341782407407	3.580426e+00	4.626740e-02	-4.533409e-02	1.384396e-01	6.419985e-03	0.311624	::ObsID=00034073021
57306.7951302766	0.0428620949074074	-0.0428620949074074	3.417506e+00	4.232736e-02	-4.182227e-02	1.346105e-01	6.359747e-03	0.321755	::ObsID=00034073023
57307.934260728	0.0398427314814815	-0.0398427314814815	3.257395e+00	5.396468e-02	-5.790546e-02	8.788667e-02	5.358545e-03	0.289624	::ObsID=00081771001
57308.7903453681	0.0448691087962963	-0.0448691087962963	3.001720e+00	7.162021e-02	-6.819226e-02	1.421725e-01	6.187262e-03	0.335848	::ObsID=00034073025
57309.3121067801	0.0342465856481481	-0.0342465856481481	3.047065e+00	6.510888e-02	-6.342081e-02	1.279036e-01	8.361317e-03	0.219019	::ObsID=00034073027
